Código,Empresa,Setor,Preço,P/VP,DY
AJFI11,Shoppings,"8,35","7,91%","7,51%","0,75",280.777.000,201.754,12,"602,17","58,86","9,78%","3,30%","Esquina Rod. SC 281, Distrito Industrial - 88104-801, Grande Florianópolis - SC,R. Sete de Setembro, n° 1213 , Centro - 89010-911, Blumenau - SC, ,Av. Jorge Elias de Lucca, nº 765, Nossa Senhora da Salete - 88813-901, Criciúma - SC,Av. Santa Catarina, nº 1, Estados - 88339-005, Balneário Camboriú - SC,Av. Jorge Elias de Lucca, nº 765, Nossa Senhora da Salete - 88813-901, Criciúma - SC,Av. Rolf Wiest, n° 333 , Bom Retiro - 89223-005, Joinville - SC, ,R. Sete de Setembro, n° 1213 , Centro - 89010-911, Blumenau - SC, ,Esquina Rod. SC 281, Distrito Industrial - 88104-801, Grande Florianópolis - SC,Av. Santa Catarina, nº 1, Estados - 88339-005, Balneário Camboriú - SC,Rodovia BR-470, nº  3000, Salto Norte - 89065-800, Blumenau - SC,Rodovia BR-470, nº  3000, Salto Norte - 89065-800, Blumenau - SC,Av. Rolf Wiest, n° 333 , Bom Retiro - 89223-005, Joinville - SC,"
ALMI11,Escritórios,"633,33","7,31%","6,76%","0,31",70.411.700,7.889,1,"1.578,20","229,74","14,56%","46,80%","Avenida Almirante Barroso, 81, Sem Complemento, Centro, Rio De Janeiro/RJ, Brasil, 20031-004"
ALZC11,Multicategoria,"7,80","12,37%","15,60%","0,84",153.547.000,191.811,0,"0,00","0,00","0,00%","0,00%",
ALZM11,Títulos e Val. Mob.,"6,40","11,76%","0,00%","0,86",97.155.500,0,0,"0,00","0,00","0,00%","0,00%",
ALZR11,Multicategoria,"10,57","8,15%","9,46%","1,00",1.483.620.000,2.191.860,23,"3.416,96","291,22","8,52%","11,25%","Rua Padre Adelino, 758, Sem Complemento, Quarta Parada, Sao Paulo/SP, Brasil, 03303-000,Avenida Professor Ascendino Reis, 549, Sem Complemento, Vila Clementino, Sao Paulo/SP, Brasil, 04027-000,Rod. Anhanguera, 28, Sem Complemento, Cravinhos, Cravinhos/SP, Brasil, 14140-000,Rua Fritz Reimann, 500, Sem Complemento, Vila Sao Joao, Guarulhos/SP, Brasil, 07044-020,Avenida Americo Ribeiro Dos Santos, 385, Sem Complemento, Parque Bandeirantes I (nova Veneza), Sumaré/SP, Brasil, 13181-715,Rod. Dr. Gov. Ademar Pereira De Barros, Km 195, 195, , , Espirito Santo Do Pinhal/SP, Brasil, 13990-000,Avenida Das Nacoes Unidas, 18001, Sem Complemento, Santo Amaro, Sao Paulo/SP, Brasil, 04795-900,Rua Ministro Godoi, 1697, Sem Complemento, Perdizes, Sao Paulo/SP, Brasil, 05015-001,Avenida Sumare, 1500, Sem Complemento, Perdizes, Sao Paulo/SP, Brasil, 05016-110,Avenida Conselheiro Rodrigues Alves, 300, Sem Complemento, Vila Mariana, São Paulo/SP, Brasil, 04014-000,Avenida Nacoes Unidas, 51, 51 - 15, Jardim Godoy, Bauru/SP, Brasil, 17021-365,Avenida Francisco Prestes Maia, 1497, Sem Complemento, Centro, São Bernardo Do Campo/SP, Brasil, 09770-000,Avenida Brasil, 33809, Sem Complemento, Bangu, Rio De Janeiro/RJ, Brasil, 21852-002,Rua Arapore, 655, Sem Complemento, Jardim Guedala, Sao Paulo/SP, Brasil, 05608-001,Avenida Marginal  Armando Zampini, 28, Sem Complemento, Cravinhos, Cravinhos/SP, Brasil, 14140-000,Avenida Duquesa De Goias, 381, Sem Complemento, Real Parque, Sao Paulo/SP, Brasil, 05686-001,Rua Pasquale Gallupi, 7, Sem Complemento, Paraisópolis, São Paulo/SP, Brasil, 05660-000,Rua Barao De Penedo, 435, Sem Complemento, Cidade Industrial Satelite De Sao Paulo, Guarulhos/SP, Brasil, 07222-015,Avenida Presidente Juscelino Kubitschek De Oliveira, 3530, Sem Complemento, Jardim Moysés Miguel Haddad, São José Do Rio Preto/SP, Brasil, 15093-215,Avenida Dom Helder Camara, 3.203, Sem Complemento, Del Castilho, Rio De Janeiro/RJ, Brasil, 21050-624,Rua Pacheco Leao, 70, Sem Complemento, Jardim Botanico, Rio De Janeiro/RJ, Brasil, 22460-030,Avenida Carioca, 798, Antigo Numero 70, Lote 30, Vila Carioca, Sao Paulo/SP, Brasil, 04225-002,Avenida Dos Estados, S/n, Sem Complemento, Vila Metalurgica, Santo Andre/SP, Brasil, 09220-570"
ALZT11,Títulos e Val. Mob.,"33,00","15,52%","0,00%","0,79",16.500.000,0,0,"0,00","0,00","0,00%","0,00%",
ANCR11,Shoppings,"450,00","1,75%","0,32%","3,78",15.622.900.000,5.877,10,"35.917,40","970,07","2,70%","4,13%","Av. Bezerra de Menezes, 2450 - Presidente Kennedy - Fortaleza - CE,Av. Deputado Benedito Matarazzo, 9403 - Jardim Oswaldo Cruz - São José dos Campos - SP,Avenida Bernardo Vieira, lado par, esquina com a Avenida Dr. José Gonçalves, no bairro de Lagoa Nova, zona urbana/sul, Natal/RN,R. Itacaiúna, 61 - Vila Andrade - São Paulo - SP,Av. Cristiano Machado, nº 4000, Belo Horizonte/MG,Av. Praia de Botafogo, 400 - Botafogo, Cep: 22250-040 - Rio de Janeiro - RJ - Brasil.,Av. Abílio Augusto Távora, 1111 - Luz, Nova Iguaçu - RJ,Av. Senador Salgado Filho, nº 2.234 - Candelária - Natal/Rio Grande do Norte,Conjunto A, T137 - Asa Norte - Distrito Federal - Brasília - DF - Brasil. CEP: 70077-900,Rua Dr. José Borges, no bairro de Lagoa Nova, zona suburbana, Natal/RN"
APTO11,Residencial,"8,60","12,54%","12,14%","0,88",39.665.200,27.787,3,"16.733,80","1.112,22","6,65%","0,00%","Alameda Fernão Cardim, 70  Jardim Paulista  Estado
de São Paulo,Alameda Fernão Cardim, 70 e 72  Jardim Paulista  Estado
de São Paulo,Rua Jerônimo da Veiga nº 248, no 28º Subdistrito Jardim Paulista, São Paulo - SP"
APXM11,Shoppings,"76,47","5,06%","5,84%","0,72",216.344.000,46.189,1,"1.441,90","161,31","11,19%","100,00%","Avenida Americo Buaiz, 200, Gleba A, Enseada Do Sua, Vitoria/ES, Brasil, 29050-902"
ARCT11,Multicategoria,"87,13","-60,77%","0,00%","0,86",368.999.000,0,12,"1.100,84","99,19","9,01%","0,00%","Brasilia, Quadra 24, Módulo 1, Setor Habitacional Mestre D armas (planaltina), Brasília/DF, Brasil, 00073-405,Avenida Santos Dumont, 4235, Loteamento Jardim Marilu, Vila Aeroporto, Mirassol/SP, Brasil, 15135-160,Rodovia Juscelino Kubitscheck De Oliveira  Br 364, S/n, Sem Complemento, Área Rural De Frutal, Frutal/MG, Brasil, 00038-207,Avenida Juscelino Kubitschek De Oliveira, 154, Blocos A, B, C, Centro, Votorantim/SP, Brasil, 18110-901,Lote 47 A, Sn, Sem Complemento, Porto Dos Gaúchos, Porto Dos Gaúchos/MT, Brasil, 78560-000,Avenida Costa E Silva, 1275, Sem Complemento, Vila Progresso, Campo Grande/MS, Brasil, 79050-410,Alameda Das Mansoes, 414, Chacaras 414 415 441 442 412 413 443 E 444, Chacaras Mansoes Rosas De Ouro, Goiania/GO, Brasil, 74470-060,Rodovia Washington Luis, Km.198, Sem Complemento, , Corumbatai/SP, Brasil, 13540-000,Rua Professor Luciano Prata, 204, Sem Complemento, Vila Baruel, Sao Paulo/SP, Brasil, 02510-020,Rodovia Br020, 527, Sem Complemento, Campo Grande, Caucaia/CE, Brasil, 61663-015"
AROA11,Multicategoria,"1,46","5,52%","5,77%","1,54",245.173.000,31.606,6,"1.823,94","112,02","6,14%","0,00%","Rua Doutor Pinto de Mendonça,S/N-Quixeramobim-CE,Rodovia Doutor Mendel Steinbruch,S/N-Maracanaú-CE,Avenida Comandante Aviador Childerico Mora,S/N-Maranguape-CE,Rua Dragão do Mar,S/N-Aracati-CE,AVENIDA DOUTOR SILAS MUNGUBA, Nº 847 - PARANGABA -
FORTALEZA / CE,Avenida Luciano Magalhães esquina com a Rua José Félix da Silva,663-Canindé-CE"
ARRI11,Multicategoria,"6,13","11,99%","17,05%","0,73",127.056.000,339.783,0,"0,00","0,00","0,00%","0,00%",
ARTE11,Residencial,"9,75","8,64%","1,22%","0,94",92.621.500,12.036,0,"0,00","0,00","0,00%","0,00%",
ARXD11,Multicategoria,"8,11","14,75%","13,45%","0,89",70.828.900,65.517,0,"0,00","0,00","0,00%","0,00%",
ASMT11,Outros,"4,10","6,27%","0,00%","0,41",70.113.800,518,3,"4.554,15","766,71","16,84%","0,00%","Praia do Flamengo, 66 - Flamengo, Rio de Janeiro - RJ, 22210-030,Rua James Joule, 65 - SP,Av. Brig. Faria Lima, 1306 - SP,Avenida Independencia, 565, Imóvel Porto Alegre, Independência, Porto Alegre/RS, Brasil, 00090-035,Avenida Alfredo Egidio De Souza Aranha, 145, Edifício Souza Aranha I, Vila Cruzeiro, Sao Paulo/SP, Brasil, 04726-170,Avenida Alfredo Egidio De Souza Aranha, 145, Edifício Souza Aranha Ii, Vila Cruzeiro, Sao Paulo/SP, Brasil, 04726-170"
ASRF11,Multicategoria,"10.974,00","-1,08%","0,00%","1,15",43.896.000,261,2,"7.212,94","0,00","0,00%","0,00%","Rua Jose Antonio Coelho, 486, Sem Complemento, Vila Mariana, Sao Paulo/SP, Brasil, 04011-061,Rua Jose Antonio Coelho, 484, Sem Complemento, Vila Mariana, Sao Paulo/SP, Brasil, 04011-061"
ATSA11,Shoppings,"58,87","6,35%","4,62%","0,80",103.090.000,4.746,1,"2.997,37","206,18","6,88%","16,68%","Rua Giovanni Battista Pirelli, 155 - Vila Homero Thon - Santo André - SP"
AURB11,Logística,"72,92","6,21%","5,16%","0,90",79.175.100,104.171,2,"1.956,36","170,78","8,73%","0,00%","Avenida Papa Joao Xxiii, 3.580, Sem Complemento, Loteamento Industrial Coral, Maua/SP, Brasil, 09370-800,Estrada Da Olaria, 640, Sem Complemento, Vila Pires, Guarulhos/SP, Brasil, 00007-271"
AVUR11,Multicategoria,"96,46","0,00%","1,50%","0,97",24.259.700,183.388,0,"0,00","0,00","0,00%","0,00%",
AZPL11,Logística,"7,67","7,21%","12,19%","0,89",321.547.000,630.045,1,"1.561,87","132,78","8,50%","0,00%","Rodovia Presidente Tancredo de Almeida Neves, Km 45, s/nº. Franco da Rocha."
BARI11,Outros,"79,20","13,79%","6,02%","1,01",367.028.000,0,1,"0,00","0,00","0,00%","0,00%",
BBFI11,Escritórios,"629,00","-5,43%","99,06%","18,55",81.770.000,0,0,"0,00","0,00","0,00%","0,00%","Rua Barao De Sao Francisco, 177, Entrada Pela Rua Gomes Braga, 65, Andarai, Rio De Janeiro/RJ, Brasil, 20560-031"
BBFO11,Multicategoria,"73,25","14,68%","12,47%","0,97",293.286.000,564.516,0,"0,00","0,00","0,00%","0,00%",
BBGO11,Outros,"75,51","19,76%","7,92%","0,81",302.430.000,284.927,0,"0,00","0,00","0,00%","0,00%",
BBIG11,Shoppings,"6,99","16,37%","13,47%","0,73",692.856.000,972.395,3,"8.561,00","738,66","8,63%","1,60%","Rua Treze de Maio, 1947 - Bela Vista, São Paulo - 01327-900,Rua Lauro Müller, 116 - Botafogo, Rio de Janeiro - RJ, 22290-070,Rua Dr. Veiga Filho, 133, Higienópolis, São Paulo - 01229-001"
BBPO11,Escritórios,"96,75","10,42%","0,00%","0,95",1.540.230.000,0,61,"3.690,03","479,56","13,00%","1,44%","R.DOMINGOS DE MORAES, 438,RUA MARQUES DO HERVAL, 1354, EDIFICO SATELITE,Praça XV de Novembro, 329,R.DUQUE DE CAXIAS,725,R.DR.COSTA AGUIAR,626,SDN CONJ A LOJA C-03 2 PAVIMENTO,R.HONORIO SILVEIRA DIAS,1830,R.TAMOIOS,731/R. GUARANI, 504,SEPN QUADRA 504 BL B EDIFICIO VIRGO,AV.PENHA DE FRANCA,549,R.DA BAHIA,2500,PCA.DAS 4 JORNADAS,11,R.NOSSA SENHORA DA LAPA, 281,RUA 7 DE SETEMBRO, 1209,AV.ERNANI AMARAL PEIXOTO, 347,R. FELINTO MULLER, 2104/PRES.JOSE LINHARES, 50,Rua Professor Álvaro Rodrigues, nº 355, Loja A / Botafogo / RJ,RUA XV DE NOVEMBRO, N. 191,PRACA GENERAL VALADÃO,377,AV.13 DE MAIO,13,AV.SANTOS DUMONT,2889,R.VOLUNTARIOS DA PATRIA,1769,AV.GOV.PEDRO DE TOLEDO,1101,AV.PRES.KENNEDY,1461,AV.JABAQUARA 424,R. JOAQUIM NABUCO, 246,Av. W3, Quadra 7 ,R.PINHEIROS,1492,R.RIO DE JANEIRO,750,AV.AFONSO PENA,2202,Rua Guilherme Moreira, 315,AV. AFONSO PENA, 745, ESQUINA R. QUINTINO BOCAIUVA,PCA.RUI BARBOSA,1-55/R.ANT. ALVES, 9-38,PR.TIRADENTES,410/AL.DR. MURICY,760/R. CANDIDO LOP,R.BOM PASTOR,153/169,Praça Floriano Peixoto/R.PAULO EIRO,471,PCA. RUI BARBOSA, 322,AV.S.JOAO,32/R.LIBERO BADARO,568/R.S.BENTO,465,AV.SANTA MARINA 2618,R.DR.NELSON D AVILA,149-CENTRO,AV.CONSELHEIRO CARRAO,2411,PRACA XV DE NOVEMBRO, 321,R. BENTO GONCALVES, 516,R.JULIO CONCEICAO,438,QD. 1, BL.G, LT. 32,RUA MORAIS BARROS, 721,R.ESPIRITO SANTO,571, ESQ. C/ RUA CARIJÓS, 185,R.BARORE,284,ALAMEDA DOS JURUPIS, 1156,AV.N.SRA.COPACABANA,594,AV.PRES.VARGAS,248,AV.RIO BRANCO,1437,AV.GEREMARIO DANTAS,78,PCA.CARDEAL ARCOVERDE,52,AV.BARTOLOMEU MITRE 438-A,RUA SAO BENTO, 483 / RUA LIBERO BADARO, 582,Av. Goiás, 980 - Quadra 14,R.VOLUNTARIOS DE S.PAULO,2975"
BBRC11,Outros,"106,73","11,05%","12,56%","1,02",169.701.000,88.854,21,"10.201,80","1.304,20","12,78%","12,53%","Av. Prof. Francisco Morato, 2004, São Paulo-SP,Rua Inácio Pereira da Rocha, 597 - Pinheiros, São Paulo - SP,Av. Eng. Luis Carlos Berrini, 559, São Paulo-SP,Rua Mal. Deodoro, 440 - Santo Amaro, São Paulo - SP,Av. São Miguel, 2328, São Paulo-SP,R. Pires da Mota, 488, São Paulo-SP,Al. Gabriel Monteiro da Silva, 2032, São Paulo-SP,R. Guaipá, 1379, São Paulo-SP,Av. Prof. Francisco Morato, 1214, São Paulo-SP,Av. Santo Amaro, 2163, São Paulo-SP,Av. Brasil, 418, São Paulo-SP,Av. Portugal, 519, Santo André-SP,Av. Gal. Pedro Pinho, 635, Osasco-SP,R. Joaquim Floriano, 666, São Paulo-SP,R. Coronel Quirino, 644, Campinas-SP,Av. Amador Bueno da Veiga, 1516, São Paulo-SP,Av. Maria Servidei Demarchi, 1658, São Bernardo do Campo-SP,R. Estados Unidos, 1931, São Paulo-SP,Av. Eng. Heitor Antônio Eiras Garcia, 3963,/3967 São Paulo-SP,Av. Paes de Barros, 2621, São Paulo-SP,Avenida Indianópolis, 476 - Indianópolis, São Paulo - SP"
BBVJ11,Escritórios,"62,99","2,23%","0,00%","0,86",197.789.000,0,1,"10.225,30","570,89","5,58%","43,70%","Av. Magalhães de Castro, 4.800 - São Paulo/SP"
BCFF11,Títulos e Val. Mob.,"7,35","8,06%","0,00%","0,84",1.480.960.000,0,0,"0,00","0,00","0,00%","0,00%","Avenida Das Nacoes Unidas, 14261, Sem Complemento, Vila Gertrudes, Sao Paulo/SP, Brasil, 04794-000"
BCIA11,Multicategoria,"96,68","11,38%","11,43%","0,94",359.557.000,544.620,0,"0,00","0,00","0,00%","0,00%",
BCRI11,Outros,"63,61","14,02%","15,50%","0,75",398.063.000,538.611,0,"0,00","0,00","0,00%","0,00%",
BFCC11,Escritórios,"102,61","4,84%","1,97%","1,02",852.115.000,5,1,"26.319,80","1.823,67","6,93%","0,00%","Avenida Paulista, n° 1374, Bela Vista, na cidade de São Paulo, no Estado de São Paulo. Edifício Brazilian Financial Center."
BGRB11,Escritórios,"118,96","4,66%","4,99%","1,01",229.942.000,10.138,1,"47.028,10","2.916,01","6,20%","2,85%","Avenida Brigadeiro Faria Lima, nº 3.732, São Paulo, SP"
BICE11,Residencial,"764,16","6,13%","5,97%","0,68",101.950.000,5.458,0,"0,00","0,00","0,00%","0,00%",
BICR11,Títulos e Val. Mob.,"35,92","14,26%","6,42%","0,86",17.960.000,0,0,"0,00","0,00","0,00%","0,00%",
BIME11,Outros,"6,00","11,07%","15,31%","0,71",35.073.600,35.915,1,"243,84","0,00","0,00%","0,00%",Matrícula- 237.131 14º RI
BIPD11,Residencial,"989,33","-2,41%","6,67%","1,04",109.261.000,40.963,2,"8.086,70","0,00","0,00%","0,00%","Av. Prof. Fonseca Rodrigues, 143/197, Alto de Pinheiros - São Paulo / SP,Avenida Jamaris, 884, 892 e 898  Moema São Paulo / SP"
BLCA11,Escritórios,"99,85","6,33%","6,37%","0,78",159.760.000,781.774,1,"38.050,70","3.084,95","8,11%","0,00%","Avenida Brigadeiro Faria Lima, 3477, Sem Complemento, Itaim Bibi, Sao Paulo/SP, Brasil, 04538-133"
BLCP11,Logística,"91,00","5,41%","0,00%","0,81",208.962.000,0,2,"3.014,16","199,89","6,63%","0,00%","Rodovia  Dom Gabriel Paulino Bueno Couto, Km 80,24, Cabreuva/SP, Brasil, 13315-000,Estrada Municipal Thereza Thomazella, 432, Bairro Dos Pires, Extrema/MG, Brasil, 37640-000"
BLMC11,Títulos e Val. Mob.,"85,75","11,10%","0,00%","0,91",34.257.100,0,0,"0,00","0,00","0,00%","0,00%",
BLMG11,Multicategoria,"32,99","12,28%","13,50%","0,70",154.213.000,256.455,1,"2.389,14","317,61","13,29%","0,00%","Rua do Uruguai, nº 43, 55 a 59, 47, 06, 382, sub-distrito dos Mares, Salvador, Bahia"
BLMO11,Escritórios,"87,95","6,95%","7,35%","0,89",87.493.900,3.574.610,1,"10.610,40","965,29","9,10%","0,00%","Av. das Nações Unidas, nº 12.901, São Paulo - SP"
BLMR11,Títulos e Val. Mob.,"6,78","10,17%","0,00%","0,84",173.172.000,0,0,"0,00","0,00","0,00%","0,00%",
BLOG11,Multicategoria,"8,59","3,99%","2,78%","0,76",264.544.000,150,6,"2.059,28","145,71","7,08%","12,80%","Rodovia BR - 101 Norte, 5.800 - Jaguaribe,Via de Ligação, 858-1.176,Av. Alfredo Bandeira de Melo, s/n - Quadra Area - Lote C - Vila Rural, Igarassu-PE,Via de Ligação Camaçari, s/n - polo industrial de Camaçari,Avenida Doutor Mendel Steinbruch, 11. 308,Rodovia SC - 417, 11915, Bairro Mina Velha, Garuva/SC"
BLUR11,Títulos e Val. Mob.,"76,03","10,06%","1,34%","0,99",6.842.700,0,0,"0,00","0,00","0,00%","0,00%",
BMLC11,Outros,"101,99","8,14%","8,21%","0,93",101.827.000,88.641,1,"16.941,00","1.519,94","8,97%","0,00%","Rua Lauro Muller, 116, 21º, 27º, 28º E 40º Andares, Botafogo, Rio De Janeiro/RJ, Brasil, 22290-160"
BNFS11,Varejo,"53,81","21,77%","18,58%","0,77",37.667.000,71.188,18,"3.384,19","886,22","26,19%","0,44%","Av. Assis Brasil,  657 - Arroio do Sal-RS,Rua Moreira Paz 591 - Vacaria-RS,Av. Tomaz Edison, 2615  - Sao Leopoldo-RS,Av. Julio de Castillhos, 303 - Sao Gabriel-RS,Rua Odorico Mosmann, 257 - Parobe-RS,Av. Venancio Aires, 1745 - Cruz Alta-RS,Av. Cecilio Monza, 10827 - Porto Alegre-RS,Av do Forte, 1128 - Porto Alegre-RS,Rua Maranhao 280 - Santa Maria-RS,Av. 20 de Setembro, 3755 - Sapiranga-RS,Rua Baltazar Brum, 320 - Quarai-RS,Av. Padre Claret  1104 - Esteio-RS,Rua Henrique Bier, 1125 - Sao Leopoldo-RS,Rua Osvaldo Aranha, 2396 - Taquari-RS,Av. Joao Pereira de Vargas, 1460 - Sapucaia do Sul-RS,Av. Flores da Cunha, 175 - Santa Rosa-RS,Rua Jose Do Patrocinio, 165 - General Camara-RS,Av. Atlantica, 537 - Rio Grande,RS"
BPFF11,Outros,"54,52","16,27%","7,58%","0,78",244.922.000,0,0,"0,00","0,00","0,00%","0,00%",
BPML11,Multicategoria,"92,99","10,16%","12,03%","0,75",692.008.000,3.730.070,4,"5.233,11","731,14","13,97%","8,23%","Rua América Deolindo Garla, 224, Shopping, Londrina, PR, 86079-225,Av. Severino Ballesteros, 850 - Cabral, Contagem - MG, 32110-005,Q. 107, Norte Avenida, NS 5, s/n, Shopping, Palmas, TO, 77001-098,Av. Maestro Paulo e Silva, 400, Shopping, Rio de Janeiro, RJ, 21920-445"
BPRP11,Outros,"107,50","10,56%","0,00%","0,86",145.107.000,0,1,"6.230,68","692,07","11,11%","0,00%","Avenida Pl Do Brasil, 3001,  Fontes, Aruja/SP, Brasil, 07415-000"
BRCO11,Logística,"118,10","6,41%","9,00%","1,02",2.128.320.000,11.220.300,12,"4.901,73","338,24","6,90%","7,59%","Estrada Turística do Jaraguá, nº 50, Jaraguá, São Paulo - SP,Rua Henry Ford, 803 - Osasco - SP,Avenida Helio Ossamu Daikuara nº 1.135,  Embu das Artes - SP,Rod. BA-535. km 23, Lauro de Freitas - BA,Rodovia Dom Gabriel Paulino Bueno Couto nº 1936 - Itupeva - SP,Avenida D com acesso a Rodovia Presidente Dutra, KM 298, Resende - RJ,Rodovia Dom Gabriel Paulino Bueno Couto, nº 1606, Itupeva - SP,Avenida Tabai-Canoas (BR 386), nº 1.200, Canoas - RS,Rua Olympia Semeraro, nº 381, 675 e 737, São Paulo - SP,Rua Eugênia S. do Rosário, 2800, Londrina - PR,Rod. BR 104 km 57, s/n - Murici - AL,Avenida Wilson Tavares Ribeiro, nº 1.651 - Contagem - MG"
BRCR11,Multicategoria,"47,28","11,03%","10,39%","0,55",1.259.450.000,1.333.530,6,"5.050,42","699,38","13,85%","3,22%","Avenida Doutora Ruth Cardoso, 8501, Sem Complemento, Pinheiros, São Paulo/SP, Brasil, 05425-070,Avenida Henrique Valadares, 28, Sem Complemento, Centro, Rio De Janeiro/RJ, Brasil, 00020-231,Avenida Das Americas, 4200, Bloco 5, Barra Da Tijuca, Rio De Janeiro/RJ, Brasil, 22640-102,Avenida Joao Cabral De Mello Neto, 850, 2º, 3º, 4º, 8º, 9º,10º,11º E 12º Andares, Barra Da Tijuca, Rio De Janeiro/RJ, Brasil, 22775-057,Avenida Doutor Chucri Zaidan, 1240, Sem Complemento, Vila Sao Francisco Zona Sul, Sao Paulo/SP, Brasil, 04711-130,Avenida Das Nacoes Unidas, 14401, Sem Complemento, Vila Gertrudes, Sao Paulo/SP, Brasil, 04794-000"
