Capitalização,Cotação,Cotação (R$),Volume 24h,Volume 30d,Volume 3m,Variação 24h,Variação 30d,Variação 3m,Variação 6m,Variação 12m,Variação 5 Anos
#1BTCBitcoin,"1,53 T","US$ 76.466,41","R$ 379.273,39","29,97 B","1,03 T","3,79 T","1,01%","12,28%","-2,14%","-30,36%","-18,90%","33,45%"
#2ETHEthereum,"273,19 B","US$ 2.263,63","R$ 11.227,60","13,21 B","490,72 B","1,97 T","0,92%","5,81%","-6,42%","-41,22%","25,81%","-22,85%"
#3USDTTether,"189,52 B","US$ 1,00","R$ 4,96","110,16 B","2,88 T","8,38 T","-0,01%","-0,02%","0,03%","-0,02%","-0,07%","-0,02%"
#4XRPXRP,"84,51 B","US$ 1,37","R$ 6,80","1,73 B","66,14 B","258,39 B","0,46%","1,62%","-15,00%","-45,12%","-38,86%","-14,72%"
#5BNBBinance Coin,"83,26 B","US$ 617,72","R$ 3.063,90","1,29 B","45,61 B","159,76 B","0,33%","1,18%","-20,04%","-42,73%","2,78%","0,57%"
#6USDCUSD Coin,"77,36 B","US$ 1,00","R$ 4,96","54,91 B","1,01 T","1,76 T","-0,01%","-0,01%","-0,07%","-0,02%","-0,03%","0,04%"
#7SOLSolana,"47,87 B","US$ 83,10","R$ 412,19","3,48 B","130,63 B","394,00 B","0,47%","2,54%","-20,10%","-55,03%","-43,25%","71,51%"
#8TRXTron,"30,95 B","US$ 0,33","R$ 1,62","678,01 M","18,98 B","54,56 B","1,01%","3,37%","14,44%","10,10%","33,89%","150,48%"
#9STETHLido Staked ETH,"20,63 B","US$ 2.260,73","R$ 11.213,21","18,79 M","1,25 B","3,42 B","1,01%","5,65%","-6,35%","-41,29%","26,05%",-
#10DOGEDogecoin,"18,09 B","US$ 0,11","R$ 0,53","2,65 B","45,67 B","124,26 B","4,12%","15,28%","4,26%","-42,06%","-38,99%","-72,61%"
#11WSTETHLido wstETH,"9,70 B","US$ 2.785,44","R$ 13.815,78","19,27 M","714,33 M","1,44 B","1,31%","5,54%","-7,36%","-40,92%","29,34%",-
